Company Name,Job link,Title,Text
Trouble Shooters Services Ltd.,https://www.indeed.co.in/company/Trouble-Shooters-Services-Ltd./jobs/Marketing-Manager-0cab57554c958307?fccid=fe4fc17eea2467f6&vjs=3,Marketing Manager,"No of positions: 2.
Skills and Qualifications:
· Exposure to digital and visual platforms of advertising.
· Experience with creating a marketing campaign, marketing strategy, and marketing plan.
· Experience with online marketing, including social media, and content marketing.
· Excellent written and oral communication Skills.
· Leadership, Management and convincing skills.
Educational Qualification: MBA.
Desirable Qualification: Experience in concept marketing
Salary : No bar for right candidate.
Experience: 7-15 years, preferably in direct marketing
Gender: Male.
Job Purpose: Responsible for developing, implementing and executing strategic marketing plans in order to attract potential customers and retain existing ones.
KRA:
· Establish positioning, identify target audiences, and develop marketing plans with specific objectives across different channels and segments.
· Lead the execution of marketing programs from start to finish, leveraging internal support and driving collaboration.
· Analyse customer insights, consumer trends, market analysis, and marketing best practices to build successful strategies.
· Create, maintain, and conduct analytics reporting across multiple platforms and extract key insights for future campaign development and go-to-market strategies, complete with formal proposals and recommendations on tactics.
· Partner with email, performance marketing and web teams to design, test and evolve lead nurturing tactics.
Job Type: Full-time
Salary: ₹40,000.00 - ₹70,000.00 per month
Experience:
total work: 10 years (Required)
Education:
Bachelor's (Required)
Marketing Experience:
Marketing Campaigns (Preferred)
Client Management (Preferred)
Work Remotely:
No"
AADITRI HOUSING PVT LTD,https://www.indeed.co.in/company/Aaditri-housing-pvt-ltd/jobs/Junior-Executve-2e07f0992c3bdf3f?fccid=fae03fb0a5e65ec2&vjs=3,Junior Executve - MBA (Freshers ),"Aaditri Housing Private Limited is a Guntur based real estate Company established in the year 2016. The Company has traversed a path of steady growth & expansion and has posted increasing turnover and profits year after year. The systems have been strengthened and new processes have been added. It’s been fastest growing & trusted reality developer in the states of Andhra Pradesh & Telangana. Having its corporate office at Hyderabad & registered office at Guntur and Regional offices at Visakhapatnam and Tirupati.
Responsibilities and Duties
Its a complete office job
No target
Post-sales process
Overall updation of Receipts, Sales data and Associate information in Software
Follow up with Customers relating to sales ,KYC and updation of sales MIS,Giving timely report to Management .and shall be ready to take additional work
Key Skills
Communication skills , Proactive
Required Experience and Qualifications
Minimum 6 months to maximum 1-year experience in Data entry
Freshers can also apply
Good computer knowledge (MS Office)
Accuracy
Flexible to work at different locations
Ability to work under pressure
Salary negotiable for experienced candidates
Educational background –MBA in Marketing or Any Graduate (B. A/B. Com/BSc or others
Male only
Benefits
PF
ESIC
INSURANCE
Job Type: Full-time
Salary: ₹15,000.00 - ₹17,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Master's (Preferred)"
Honeywell,https://www.indeed.co.in/rc/clk?jk=f0eb611b112aabcb&fccid=50208b5bf45ee3b8&vjs=3,Director Customer Marketing,"Join a team recognized for leadership, innovation and diversity
Honeywell Aerospace. is a $10+ billion Aerospace leader, serving customers worldwide with aerospace solutions in the general aviation, business aviation, and defense and space areas.
The future is what you make it.
When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future. Working at Honeywell isn’t just about developing cool things. That’s why all of our employees enjoy access to dynamic career opportunities across different fields and industries.
Are you ready to help us make the future?
Lead the CE&S (India) team by working closely with Aerospace CE&S leadership defining & executing the vision and roadmap for the team.
Lead growth for Aero for bigger, better and faster new product introductions in the market through applying agile principles working in close conjunction with the Engineering teams in India
Work with the India Aerospace Engineering and cross-functional teams to drive Growth ideas through Z21
Integrate the OML, HUE and PMO functions in India apply the principles of Phase 0-2 - HUE for OVOC, product and program managers to develop value thesis and segmentation etc.) to prioritize ideas and develop a strong value prop
Lead the India strategic marketing group
Direct the Sales Excellence teams in India in sync with the global framework and work closely with the India Engineering team to deliver on CRM Tools enhancements
Develop Offering management skills in the team
Play a key role in defining and deploying PE-PM academy across Aerospace
Leadership Characteristics:
Ethics: Highest level of professional integrity and honesty as well as personal credibility.
Courageous leadership: must have confidence and credibility to coach PM’s & GBE leaders
Results Oriented with Speed: High energy driver who possesses the ability to take action and implement in a timely manner. Ability to mobilize the organization around the key “must wins”.
Team Player: Receptive to ideas from others. Shares information. Collaborative.
Zealot for Growth: Solves problems and sees the world through the customer’s eyes. Aggressively focuses on new opportunities and obsesses over growth. Understands what creates value for customers.
Thinks Big…Then Makes It Happen: Dreams of the possibilities instead of the limitations. Creative and innovates with agility, iterating, testing, trying, taking risks. Translates the best ideas into realistic, pragmatic, executable plans.

YOU MUST HAVE
Graduate degree in engineering (preferably master’s degree in Business Administration)
15+ years’ relevant experience in strategic marketing and/or sales and/or product marketing and/or offering management
WE VALUE
Self-starter that thrives in an ambiguous environment
Strong influencing skills. Must be able to influence across boundaries, functions and organizations at all levels of the organization (including the most senior levels)
Extensive experience in product marketing and/or other commercial disciplines
Strong business acumen
Accomplished change agent, able to operate at both strategic and operational levels
Excellent planning, execution, communication, and project-management skills
Excellent verbal and written communications
Good people management skills

Additional Information
JOB ID: req244533
Category: Marketing
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt"
Core Intertech Services Private Limited,https://www.indeed.co.in/rc/clk?jk=1e22ba491e04cd32&fccid=dba0e37d2938fbd7&vjs=3,Marketing Manager,"Working with the executive team, such as the marketing director or managing director, to set the marketing strategy for the business. Hiring and managing the performance of a more junior marketing team that can also include PR and creative staff.
Position: Marketing Manager

Location: Cochin

Qualification: MBA/BBA

Experience: 5 to 10 Year ((FMCG Industry)

Salary: 50000

Roles and Responsibilities:
Working with the executive team, such as the marketing director or managing director, to set the marketing strategy for the business.
Hiring and managing the performance of a more junior marketing team that can also include PR and creative staff.
Researching and analyzing market trends and competitors.
Overseeing marketing campaigns.
Tracking effectiveness of marketing campaigns and reporting findings to the executive team.
Negotiating and liaising with third-party marketing agencies.
Writing and delivering content and social media plans.
Looking after the budget of the marketing department and making sure the budget spend is delivering a return on investment.
Managing the design and production of promotional materials, such as websites and brochures.
Overseeing the companys attendance at events, such as trade shows, conferences, and festivals.
Contact: 9288014760"
GiveIndia,https://www.indeed.co.in/company/GiveIndia/jobs/Digital-Marketing-Manager-0f220bafe75cef2e?fccid=2a1c4e562e19a519&vjs=3,Digital Marketing Manager,"GiveIndia exists to alleviate poverty by enabling the world to give. Established in 2000, we are India’s most trusted giving platform. Our suite of products enable individuals to donate conveniently to any cause, directly on our platform, at their workplace or through one of our partners. Our community of 1.5M+ donors and 150+ corporate partners have supported 1400+ trusted nonprofits, impacting 8M+ lives across India.
We are an extremely rare workplace that brings a fast-paced, high-growth startup work culture together with a compassion-driven high-impact work environment.
Our Values
integrity in everything we do | empathy towards all | serve with passion | focused on scale
Role
We are looking for an experienced individual to take ownership of end-to-end Digital Marketing for Giveindia. S/he will develop, implement, track, and optimize plans along with marketing campaigns across all digital channels. A strong grasp of concepts regarding marketing tools, strategies, and integrated digital marketing campaigns is a must.
The person joining should be able to work with cross functional teams from conceptualisation to full execution while ensuring outcomes.
Role Responsibilities
- Plan, own and execute all digital marketing initiatives including but not limited to SEM, email marketing, social media, affiliates and display advertising campaigns.
- Build on-page and off-page SEO
- Measure and report on performance, and assess these against goals such as ROI and KPIs.
- Optimize spend and performance based on trend insights.
- Brainstorm new creative growth strategies.
- Plan, execute, and measure experiments and conversion tests.
- Create landing pages and optimize user experience by collaborating with internal teams
- Evaluate end-to-end customer experience using analytical ability, looking across multiple channels.
- Instrument conversion points and optimize user funnel
Role requirements
- Want to contribute, serve and do impactful work for the society
- Want to work with one of the best non-profit/start-up teams of India
- Enjoy working in a fast-paced environment and can stretch at work
- 4+ years of hands-on experience in digital marketing
- Strong data interpretation and analytical skills
- Good understanding and working knowledge of Google Analytics and other similar products
- Tier 1 engineering and/or management degree
Expected Start Date: 5/10/2020
Job Type: Full-time
Salary: From ₹800,000.00 per year
Experience:
7: 5 years (Required)
work: 6 years (Required)
Digital Marketing: 5 years (Required)
Education:
Master's (Preferred)
Digital Marketing Experience:
Social Media Marketing (Required)
SEM (Required)
SEO Marketing (Required)
Work Remotely:
Temporarily due to COVID-19"
Byte Academy,https://www.indeed.co.in/company/Byte-Academy/jobs/Digital-Marketing-Manager-3e1c07bcbc61ffe0?fccid=a2dfecef2b6226be&vjs=3,Digital Marketing Manager,"About Byte Academy
Byte Academy is a leader in industry-oriented education with courses in FinTech (Financial Technology), Python software development, and Data Science. Byte Academy established the first FinTech program in the world and the first Python full-stack software development Bootcamp in New York City. Career services and local and global community development are key to achieving Byte’s goals. Our hiring and community partners in the US include Microsoft, Google, JP Morgan, Twilio, Morningstar, and IBM, in addition to startups and incubators. Byte has brought thousands together from diverse backgrounds via its hackathons, conferences, founders’ talks, meetups, and other events. Apart from New York, it has branches in Houston, Bangalore, and Mumbai, Byte Academy delivers its programs both in offline as well as online modes.
Job Brief
Byte Academy is looking for a highly motivated and enthusiastic individual to join the marketing team. If you live and breathe digital marketing, we want to talk to you. In order to help grow our business both in the US as well as in India, we are looking for a Digital Marketing Manager to develop, implement, track and optimize our digital marketing campaigns across all digital channels.
You should have a strong grasp of current marketing tools and strategies and be able to lead integrated digital marketing campaigns from concept to execution. You will work with the marketing team, technical and support teams to launch campaigns on time and on budget.
*Responsibilities
Plan and execute all digital marketing, including SEO/SEM, email, social media, lead forms and display advertising campaigns
Design, build and maintain our social media presence
Measure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs)
Identify trends and insights, and optimize spend and performance based on the insights
Brainstorm new and creative growth strategies
Plan, execute and measure experiments and conversion tests
Collaborate with internal teams to create landing pages and optimize the user experience
Utilize the strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touchpoints
Instrument conversion points and optimize user funnels
Collaborate with agencies and other advertising partners
Evaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriate
Requirements
Engineer / MBA degree with 3-5 years of experience in marketing or a related field
Proven working experience in the digital marketing space
Demonstrable experience leading and managing SEO/SEM, email, social media, lead forms, and/or display advertising campaigns
Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate
Solid knowledge of website analytics tools (e.g., Google Analytics, Hubspot)
Experience in optimizing landing pages and user funnels
Experience with A/B and multivariate experiments
Experience in setting up and optimizing Google Adwords and Facebook Ad campaigns
Working knowledge of HTML, CSS, and JavaScript development and constraints
Strong analytical skills and data-driven thinking
Up-to-date with the latest trends and best practices in online marketing and measurement
Compensation
Best in the industry, compensation will not be a constraining factor.
*
Application Deadline: 28/9/2020
Expected Start Date: 21/9/2020
Job Type: Full-time
Experience:
SEO: 1 year (Required)
Edu Tech: 1 year (Required)
Digital Marketing: 2 years (Required)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Singhal Industries Pvt Ltd,https://www.indeed.co.in/company/Singhal-Industries-Pvt-Ltd/jobs/Marketing-Manager-2f065e1a96865721?fccid=47355d5f91803392&vjs=3,Marketing Manager ( ABS Sheets ),"Job Description:
· Having excellent marketing / selling skills and should be well versed with plastic industry having special expertise in marketing of ABS sheets.
· Visiting client companies and studying their product requirement and to build good client relationships.
· Obtaining inputs from factory / production managers, identifying opportunities to recommend and sell ABS sheets.
· Coordinating with logistics department for timely delivery of goods to the clients.
· Testing & developing products to match with the client’s specifications and technical requirements.
· Compiling price quotation and preparing proposals, proforma invoices, etc.
Specific reporting and analysis of the product to the CEO/Directors as and when required.
· Carrying out promotional activities targeting existing and potential clients for product development and market penetration.
· Securing orders to supply, ensuring delivery on time and meeting sales targets and GP margins.
· Having skills of analysing client’s capacity and to proceed accordingly with the payment terms.
· Developing and maintaining a long term relationship with clients and other business partners.
· Capable of handling the marketing team with good communication skills.
· Maintaining records of sales, debtors and customer’s surveys, etc. and following with clients as and when required.
· Keeping a close eye on our key competitors and scenario planning the strategy to defend our product segments, and drive company growth.
Capable of driving digital marketing and sales with good focused strategy.
The candidate should possess the following Skills:
Having excellent knowledge of plastic industries specially ABS sheets and well versed with the trends all over India.
Good computer knowledge, able to prepare and maintain all sales related documents and execute the same with responsibility.
Should possess excellent communication skills and well versed with emails, social media marketing, etc.
Hard working, sincere and willing to work long term.
Experience:
Having hands of Marketing experience of more than 10 to 12 years in Plastic Industries especially plastic sheets / PP woven sack / bag / manufacturing company.
Education:
B.Com Graduate or MBA marketing having good knowledge of chemical engineering ( plastic ) would be preferred.
Note: Candidates not possessing the above skills, please do not apply.
Job Types: Full-time, Walk-In
Experience:
total work: 10 years (Preferred)
Client Management: 10 years (Preferred)
Education:
Bachelor's (Preferred)
Marketing Experience:
Client Management (Required)
Marketing Campaigns (Required)
Campaign Management (Required)
Digital Marketing (Required)
Work Remotely:
No"
Albatronix Hire,https://www.indeed.co.in/company/Albatronix-Hire/jobs/Digital-Marketing-Manager-b053d03aa6ae5c67?fccid=7851f21fcb12cc89&vjs=3,Digital Marketing Manager,"We are looking for an experienced Digital Marketing Manager for one of our clients.
HealthCloudAI, is building an assistive AI solution to bring about a phenomenal change in the quality of Indian healthcare. If you are excited about bringing a positive change in Indian healthcare, you can contribute significantly by joining them as a digital marketing manager.
As a Digital Marketing Manager, you will lead the Digital and Social Media Strategy for HealthCloudAI. You will be responsible for marketing their products to a wider set of healthcare organizations, hospitals and doctors and brining inbound leads. This is a Mini-CMO role to begin with and you will get to work with the founders (PhDs from University of Maryland) as well as an accomplished team of IIT, NIT and BITS engineers.
RESPONSIBILITIES:
Formulation and execution of strategies to build a lasting digital connection with online/offline community and stakeholders
Oversee social and digital media strategy as well as email marketing strategy
Manage and maintain the website
Creating and managing content for blogs and social media accounts
Building effective pipeline for lead generation for sales team through advanced use of digital marketing funnels
Measuring performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics, WebTrends etc.)
Track and analyze website traffic flow and provide regular internal reports
Attain key performance indicators
Building the brand awareness in international markets
REQUIRED SKILLS:
Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate.
Excellent understanding of digital marketing concepts and best and emerging practices
Experience of running social advertising campaigns and managing content calendar
Experience in content and content marketing
Experience with email marketing
Highly analytical and data-driven
Experience with B2C social media, Google Adwords, Facebook Ads, Linkedin ads, email campaigns
Experience with SEO/SEM,
Knowledge of ad serving tools (e.g., DART, Atlas) & web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.), Hubspot
REQUIREMENTS:
Minimum Qualification: Master’s Degree (preferably in fields such as communication, journalism, marketing etc.)
Work experience: 2+ years in digital marketing
BONUS:
Prior experience in healthcare domain
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,000,000.00 per year
Experience:
Digital Marketing: 2 years (Preferred)
Education:
Master's (Preferred)
Digital Marketing Experience:
Social Media Marketing (Preferred)
SEM (Preferred)
SEO Marketing (Preferred)
Google Adwords (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Indfrag Limited,https://www.indeed.co.in/company/Indfrag-Limited/jobs/Executive-Marketing-a4f6e8a258c86ce3?fccid=da2e3649d5593e3a&vjs=3,Executive Marketing,"Experience- 3 - 5 years
Female candidates preferred
Must worked for NGO
Language Hindi and English
Salary UPTO 7L per annum
Note- Only above Mentioned skills will be consider
Job Type: Full-time
Job Type: Full-time
Salary: ₹40,000.00 - ₹60,000.00 per month
Experience:
NGO: 1 year (Required)
total work: 5 years (Required)
Marketing: 3 years (Required)
Education:
Master's (Required)
Language:
English, Hindi (Required)
Marketing Experience:
Client Management (Preferred)
Marketing Campaigns (Preferred)
Digital Marketing (Preferred)
Work Remotely:
No"
Core Intertech Services Private Limited,https://www.indeed.co.in/rc/clk?jk=eb1347da44acf42f&fccid=dba0e37d2938fbd7&vjs=3,"Marketing Executive, Marketing Manager","Looking for Marketing Manager for well reputed company Interested candidate call 9288014758 Location -Cochin Experience: 5 t 10 year in FMCG Sector Qualification: MBA/BBA/Degree Salary: 50k
Looking for Marketing Manager for well reputed company at Ernakulam location!9288014758

Position: Marketing Manager
Excellent communication skills in English
Candidate must have experience in FMCG sector (Food sector)
Good attitude to handling clients
Qualification: MBA/BBA/Degree

Experience: Minimum 5 year to 10 Year

Gender: Female/Male

Salary: 50000/-

Location: Cochin

Interested Candidate to call 9288014758"
